"State","fips","full","pop_2015","Brewery_id","Brewery_name","City","Beer_name","Beer_ID","ABV","IBU","Style","Ounces"
"MI","26","Michigan",9922576,14,"Perrin Brewing Company","Comstock Park","Black",2631,0.058,10,"American Black Ale",12
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Plow Horse Belgian Style Imperial Stout",1031,0.095,17,"American Double / Imperial Stout",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Vivant Tripel",1178,0.082,10,"Tripel",16
"MI","26","Michigan",9922576,85,"Keweenaw Brewing Company","Houghton","Widow Maker Black Ale",60,0.046,16,"American Brown Ale",12
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Root Stock",2466,0.066,13,"Rye Beer",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Mind Games",2465,0.041,17,"Dunkelweizen",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Vivant Tripel (2012)",670,0.092,13,"Tripel",16
"MI","26","Michigan",9922576,40,"Gonzo's BiggDogg Brewing","Kalamazoo","Vanilla Porter",2587,0.07,11,"American Porter",16
"MI","26","Michigan",9922576,441,"MillKing It Productions","Royal Oak","AXL Pale Ale",273,0.001,65,"American Pale Ale (APA)",16
"MI","26","Michigan",9922576,60,"Latitude 42 Brewing Company","Portage","I.P. Eh!",2493,0.068,98,"American IPA",12
"MI","26","Michigan",9922576,85,"Keweenaw Brewing Company","Houghton","Pick Axe Blonde Ale",58,0.046,28,"American Blonde Ale",12
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Kludde",627,0.085,13,"Belgian Strong Dark Ale",16
"MI","26","Michigan",9922576,339,"Uncle John's Fruit House Winery","St. John's","Uncle John's Apricot Apple Cider",1703,0.065,44,"Cider",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Cherry Doppelbock",2504,0.065,17,"Doppelbock",16
"MI","26","Michigan",9922576,230,"Rochester Mills Brewing Company","Rochester","Cal and Co. Black Cherry Porter",1724,0.04,13,"American Porter",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Hubris Quadrupel Anniversary Ale",1033,0.099,120,"Quadrupel (Quad)",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Fat Paczki",2382,0.001,13,"Belgian Dark Ale",16
"MI","26","Michigan",9922576,14,"Perrin Brewing Company","Comstock Park","Grapefruit IPA",2628,0.05,35,"American IPA",12
"MI","26","Michigan",9922576,10,"The Mitten Brewing Company","Grand Rapids","G. B. Russo’s Italian Pistachio Pale Ale",2638,0.052,13,"American Pale Ale (APA)",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Zaison (2012)",671,0.09,18,"Saison / Farmhouse Ale",16
"MI","26","Michigan",9922576,441,"MillKing It Productions","Royal Oak","BRIK Irish Red Ale",365,0.048,54,"Irish Red Ale",16
"MI","26","Michigan",9922576,230,"Rochester Mills Brewing Company","Rochester","Milkshake Stout",363,0.05,13,"Milk / Sweet Stout",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Zaison",1266,0.09,23,"Saison / Farmhouse Ale",16
"MI","26","Michigan",9922576,399,"Saugatuck Brewing Company","Douglas","Oval Beach Blonde Ale",1477,0.05,11,"American Blonde Ale",16
"MI","26","Michigan",9922576,13,"Blackrocks Brewery","Marquette","Grand Rabbits",1480,0.055,13,"Cream Ale",12
"MI","26","Michigan",9922576,77,"Bell's Brewery","Kalamazoo","Two Hearted",1988,0.07,13,"American IPA",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Pothole Stout",1949,0.063,8,"American Stout",16
"MI","26","Michigan",9922576,77,"Bell's Brewery","Kalamazoo","Best Brown",1955,0.058,8,"American Brown Ale",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Agent a Deux",1959,0.065,10,"Belgian Dark Ale",16
"MI","26","Michigan",9922576,77,"Bell's Brewery","Kalamazoo","Smitten",2325,0.06,8,"Rye Beer",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Tropical Saison",2500,0.065,30,"Saison / Farmhouse Ale",16
"MI","26","Michigan",9922576,439,"The Right Brain Brewery","Traverse City","Will Power Pale Ale",1276,0.047,65,"American Pale Ale (APA)",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Big Red Coq (2012)",677,0.062,13,"American Amber / Red Ale",16
"MI","26","Michigan",9922576,186,"Vander Mill Ciders","Spring Lake","Ginger Peach",2244,0.069,60,"Cider",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Psychopomp",2416,0.062,13,"Belgian Dark Ale",16
"MI","26","Michigan",9922576,13,"Blackrocks Brewery","Marquette","51K IPA",1481,0.07,51,"American IPA",12
"MI","26","Michigan",9922576,187,"St. Julian Winery","Paw Paw","Gunga Din",2242,0.052,51,"Cider",16
"MI","26","Michigan",9922576,230,"Rochester Mills Brewing Company","Rochester","Lazy Daze Lager",1280,0.055,13,"American Adjunct Lager",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","North French",1973,0.06,8,"Bière de Garde",16
"MI","26","Michigan",9922576,16,"Founders Brewing Company","Grand Rapids","Dirty Bastard",2625,0.085,50,"Scotch Ale / Wee Heavy",12
"MI","26","Michigan",9922576,86,"Brewery Terra Firma","Traverse City","Manitou Amber",2468,0.053,71,"American Amber / Red Ale",16
"MI","26","Michigan",9922576,339,"Uncle John's Fruit House Winery","St. John's","Uncle John's Apple Cherry Cider",1704,0.065,85,"Cider",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Undertaker (2014)",1976,0.067,17,"Belgian Dark Ale",16
"MI","26","Michigan",9922576,138,"Sietsema Orchards and Cider Mill","Ada","Sietsema Red Label",2353,0.069,40,"Cider",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Earth-Like Planets",2381,0.04,17,"Belgian Pale Ale",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Contemplation (2012)",873,0.065,8,"Bière de Garde",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Pepper in the Rye",2023,0.063,8,"Rye Beer",16
"MI","26","Michigan",9922576,13,"Blackrocks Brewery","Marquette","Honey Lav",1953,0.052,13,"American Pale Wheat Ale",12
"MI","26","Michigan",9922576,77,"Bell's Brewery","Kalamazoo","Oberon",1989,0.058,10,"American Pale Wheat Ale",16
"MI","26","Michigan",9922576,77,"Bell's Brewery","Kalamazoo","Winter White",2022,0.05,17,"Witbier",16
"MI","26","Michigan",9922576,186,"Vander Mill Ciders","Spring Lake","Blue Gold",1377,0.068,72,"Cider",16
"MI","26","Michigan",9922576,230,"Rochester Mills Brewing Company","Rochester","Pine Knob Pilsner",2074,0.053,17,"Czech Pilsener",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Vivant Belgian Style Imperial Stout (2012)",860,0.099,120,"Russian Imperial Stout",16
"MI","26","Michigan",9922576,186,"Vander Mill Ciders","Spring Lake","Nunica Pine",2245,0.068,72,"Cider",16
"MI","26","Michigan",9922576,77,"Bell's Brewery","Kalamazoo","Oberon",2494,0.058,17,"American Pale Wheat Ale",12
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Acidulated Trip",2467,0.059,18,"Saison / Farmhouse Ale",16
"MI","26","Michigan",9922576,60,"Latitude 42 Brewing Company","Portage","10 Degrees of Separation",2491,0.055,35,"English Brown Ale",12
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Smoky Wheat",2101,0.051,17,"Rauchbier",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Dubbelicious",2418,0.065,13,"Dubbel",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Sous Chef",2433,0.082,13,"Belgian Strong Pale Ale",16
"MI","26","Michigan",9922576,230,"Rochester Mills Brewing Company","Rochester","Cornerstone IPA",158,0.07,13,"American IPA",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Undertaker",1977,0.067,8,"Belgian Dark Ale",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Coq D'Or",1974,0.05,10,"Belgian Pale Ale",16
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Wizard Burial Ground",2137,0.099,120,"Quadrupel (Quad)",16
"MI","26","Michigan",9922576,186,"Vander Mill Ciders","Spring Lake","Hard Apple",1376,0.068,70,"Cider",16
"MI","26","Michigan",9922576,16,"Founders Brewing Company","Grand Rapids","All Day IPA",1223,0.047,42,"American IPA",12
"MI","26","Michigan",9922576,16,"Founders Brewing Company","Grand Rapids","Centennial IPA",1565,0.072,65,"American IPA",12
"MI","26","Michigan",9922576,11,"Brewery Vivant","Grand Rapids","Pumpkin Tart",1997,0.07,8,"Fruit / Vegetable Beer",16
"MI","26","Michigan",9922576,230,"Rochester Mills Brewing Company","Rochester","Lazy Daze Lager",97,0.055,8,"American Adjunct Lager",12
"MN","27","Minnesota",5489594,259,"Bauhaus Brew Labs","Minneapolis","Wonderstuff",1963,0.054,48,"German Pilsener",12
"MN","27","Minnesota",5489594,59,"Summit Brewing Company","St. Paul","Make It So",2549,0.053,40,"Extra Special / Strong Bitter (ESB)",12
"MN","27","Minnesota",5489594,54,"Bent Brewstillery","Roseville","Nordic Blonde",2556,0.057,27,"American Blonde Ale",12
"MN","27","Minnesota",5489594,1,"NorthGate Brewing ","Minneapolis","Parapet ESB",2687,0.056,47,"Extra Special / Strong Bitter (ESB)",16
"MN","27","Minnesota",5489594,445,"Big Wood Brewery","Vadnais Heights","Bark Bite IPA",985,0.066,50,"American IPA",16
"MN","27","Minnesota",5489594,245,"Lift Bridge Brewing Company","Stillwater","Farm Girl Saison",1168,0.06,30,"Saison / Farmhouse Ale",16
"MN","27","Minnesota",5489594,59,"Summit Brewing Company","St. Paul","Unchained #18 Hop Silo",2415,0.083,100,"American Double / Imperial IPA",16
"MN","27","Minnesota",5489594,259,"Bauhaus Brew Labs","Minneapolis","Sky-Five",1965,0.067,70,"American IPA",12
"MN","27","Minnesota",5489594,1,"NorthGate Brewing ","Minneapolis","Stronghold",2688,0.06,25,"American Porter",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Bitter Brewer",19,0.04,37,"English Bitter",16
"MN","27","Minnesota",5489594,1,"NorthGate Brewing ","Minneapolis","Get Together",2692,0.045,50,"American IPA",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Doomtree",2409,0.057,85,"Extra Special / Strong Bitter (ESB)",16
"MN","27","Minnesota",5489594,245,"Lift Bridge Brewing Company","Stillwater","Getaway",2036,0.052,30,"German Pilsener",16
"MN","27","Minnesota",5489594,1,"NorthGate Brewing ","Minneapolis","Maggie's Leap",2691,0.049,26,"Milk / Sweet Stout",16
"MN","27","Minnesota",5489594,259,"Bauhaus Brew Labs","Minneapolis","Stargrazer",1964,0.05,28,"Schwarzbier",12
"MN","27","Minnesota",5489594,54,"Bent Brewstillery","Roseville","Moar",2558,0.044,44,"English India Pale Ale (IPA)",12
"MN","27","Minnesota",5489594,278,"Indeed Brewing Company","Minneapolis","Day Tripper Pale Ale",728,0.054,45,"American Pale Ale (APA)",12
"MN","27","Minnesota",5489594,445,"Big Wood Brewery","Vadnais Heights","Forest Fire Imperial Smoked Rye",1256,0.099,85,"Rye Beer",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","BLAKKR",1739,0.099,85,"American Black Ale",16
"MN","27","Minnesota",5489594,1,"NorthGate Brewing ","Minneapolis","Pumpion",2689,0.06,38,"Pumpkin Ale",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Bender",16,0.051,45,"American Brown Ale",16
"MN","27","Minnesota",5489594,76,"Bent Paddle Brewing Company","Duluth","Venture Pils",1253,0.05,38,"German Pilsener",12
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","WET",329,0.075,90,"American IPA",16
"MN","27","Minnesota",5489594,54,"Bent Brewstillery","Roseville","Uber Lupin Schwarz IPA",2557,0.083,100,"American Double / Imperial IPA",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Furious",12,0.062,99,"American IPA",16
"MN","27","Minnesota",5489594,76,"Bent Paddle Brewing Company","Duluth","Harness the Winter",2410,0.072,87,"American IPA",12
"MN","27","Minnesota",5489594,1,"NorthGate Brewing ","Minneapolis","Wall's End",2690,0.048,19,"English Brown Ale",16
"MN","27","Minnesota",5489594,445,"Big Wood Brewery","Vadnais Heights","Jack Pine Savage",1257,0.053,43,"American Pale Ale (APA)",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Overrated! West Coast Style IPA",1112,0.073,69,"American IPA",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","SurlyFest",18,0.055,34,"Rye Beer",16
"MN","27","Minnesota",5489594,139,"Summit Brewing Company","St Paul","Extra Pale Ale",2352,0.053,49,"American Pale Ale (APA)",12
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Hell",14,0.051,20,"Keller Bier / Zwickel Bier",16
"MN","27","Minnesota",5489594,143,"Third Street Brewhouse","Cold Spring","Hunny Do Wheat",2347,0.048,18,"American Pale Wheat Ale",12
"MN","27","Minnesota",5489594,76,"Bent Paddle Brewing Company","Duluth","Bent Hop Golden IPA",1901,0.062,68,"American IPA",12
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","CynicAle",13,0.067,33,"Saison / Farmhouse Ale",16
"MN","27","Minnesota",5489594,143,"Third Street Brewhouse","Cold Spring","Three Way Pale Ale",1781,0.052,52,"American Pale Ale (APA)",12
"MN","27","Minnesota",5489594,445,"Big Wood Brewery","Vadnais Heights","Morning Wood",986,0.055,35,"Oatmeal Stout",16
"MN","27","Minnesota",5489594,259,"Bauhaus Brew Labs","Minneapolis","Wagon Party",1966,0.054,55,"California Common / Steam Beer",12
"MN","27","Minnesota",5489594,59,"Summit Brewing Company","St. Paul","Hopvale Organic Ale",2473,0.047,55,"American Pale Ale (APA)",16
"MN","27","Minnesota",5489594,278,"Indeed Brewing Company","Minneapolis","Sweet Yamma Jamma Ale",1555,0.05,10,"Fruit / Vegetable Beer",12
"MN","27","Minnesota",5489594,278,"Indeed Brewing Company","Minneapolis","Stir Crazy Winter Ale",1691,0.065,22,"Winter Warmer",12
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Todd the Axe Man",2543,0.072,82,"American IPA",16
"MN","27","Minnesota",5489594,278,"Indeed Brewing Company","Minneapolis","Let It Ride IPA",1903,0.068,90,"American IPA",12
"MN","27","Minnesota",5489594,445,"Big Wood Brewery","Vadnais Heights","Bad Axe Imperial IPA",1255,0.098,76,"American Double / Imperial IPA",16
"MN","27","Minnesota",5489594,143,"Third Street Brewhouse","Cold Spring","Rise to the Top",1780,0.041,37,"Cream Ale",12
"MN","27","Minnesota",5489594,76,"Bent Paddle Brewing Company","Duluth","14° ESB ",1902,0.056,32,"Extra Special / Strong Bitter (ESB)",12
"MN","27","Minnesota",5489594,475,"Tonka Beer Company","Minnetonka","Big Island Shandy",1027,0.05,65,"Shandy",16
"MN","27","Minnesota",5489594,278,"Indeed Brewing Company","Minneapolis","Shenanigans Summer Ale",1115,0.046,27,"American Pale Wheat Ale",12
"MN","27","Minnesota",5489594,278,"Indeed Brewing Company","Minneapolis","Midnight Ryder",729,0.065,80,"American Black Ale",12
"MN","27","Minnesota",5489594,76,"Bent Paddle Brewing Company","Duluth","Bent Paddle Black Ale",1261,0.06,34,"American Black Ale",12
"MN","27","Minnesota",5489594,76,"Bent Paddle Brewing Company","Duluth","Cold Press",2496,0.06,22,"American Black Ale",12
"MN","27","Minnesota",5489594,475,"Tonka Beer Company","Minnetonka","Preservation IPA",1026,0.068,77,"American IPA",16
"MN","27","Minnesota",5489594,143,"Third Street Brewhouse","Cold Spring","Lost Trout Brown Ale",1779,0.049,26,"American Brown Ale",12
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Coffee Bender",17,0.051,45,"American Brown Ale",16
"MN","27","Minnesota",5489594,62,"Surly Brewing Company","Brooklyn Center","Abrasive Ale",15,0.097,120,"American Double / Imperial IPA",16
"MO","29","Missouri",6083672,189,"Mother's Brewing","Springfield","Lil' Helper",2208,0.07,70,"American IPA",12
"MO","29","Missouri",6083672,429,"Schlafly Brewing Company","Saint Louis","Schlafly Black Lager",1323,0.05,13,"Schwarzbier",12
"MO","29","Missouri",6083672,443,"O'Fallon Brewery","O'Fallon","5 Day IPA",1258,0.061,66,"American IPA",12
"MO","29","Missouri",6083672,327,"Morgan Street Brewery","Saint Louis","When Helles Freezes Over",1756,0.056,18,"Munich Helles Lager",12
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","Rip Van Winkle (Current)",2348,0.08,60,"Bock",12
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","Drop Kick Ale",2340,0.052,51,"American Amber / Red Ale",12
"MO","29","Missouri",6083672,32,"Boulevard Brewing Company","Kansas City","Heavy Lifting",2596,0.062,80,"American IPA",12
"MO","29","Missouri",6083672,327,"Morgan Street Brewery","Saint Louis","Golden Pilsner",1046,0.05,35,"German Pilsener",12
"MO","29","Missouri",6083672,327,"Morgan Street Brewery","Saint Louis","Black Bear Dark Lager",1051,0.046,24,"Schwarzbier",12
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","O’Malley’s Stout",2344,0.046,85,"English Stout",12
"MO","29","Missouri",6083672,327,"Morgan Street Brewery","Saint Louis","Honey Wheat",1052,0.047,14,"American Pale Wheat Ale",12
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Hot Date Ale",1791,0.06,20,"Chile Beer",16
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","O’Malley’s Irish Style Cream Ale",2342,0.037,40,"Cream Ale",12
"MO","29","Missouri",6083672,429,"Schlafly Brewing Company","Saint Louis","Schlafly IPA",1078,0.045,30,"American IPA",12
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Missouri Mule India Pale Ale",479,0.07,70,"American IPA",16
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Black Walnut Wheat",846,0.045,18,"American Dark Wheat Ale",16
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","O’Malley’s IPA",2343,0.075,89,"American IPA",12
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Resurrected",2285,0.065,126,"American IPA",12
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Alter Ego",2287,0.055,55,"American Black Ale",12
"MO","29","Missouri",6083672,327,"Morgan Street Brewery","Saint Louis","Morgan Street Oktoberfest",1617,0.049,24,"Märzen / Oktoberfest",12
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Sweet Potato Ale",1491,0.06,24,"Fruit / Vegetable Beer",16
"MO","29","Missouri",6083672,429,"Schlafly Brewing Company","Saint Louis","Schlafly Hefeweizen",588,0.041,16,"Hefeweizen",12
"MO","29","Missouri",6083672,429,"Schlafly Brewing Company","Saint Louis","Schlafly Summer Lager",53,0.045,17,"Munich Helles Lager",12
"MO","29","Missouri",6083672,429,"Schlafly Brewing Company","Saint Louis","Schlafly American Brown Ale",1077,0.05,30,"American Brown Ale",12
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Cast Iron Oatmeal Brown",2324,0.055,100,"American Brown Ale",12
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Masked Bandit IPA",1540,0.07,44,"American Black Ale",16
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","McKinney Eddy Amber Ale",521,0.055,20,"American Amber / Red Ale",16
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Reprise Centennial Red",2288,0.06,50,"American Amber / Red Ale",12
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Old Tom Porter",847,0.055,25,"American Porter",16
"MO","29","Missouri",6083672,443,"O'Fallon Brewery","O'Fallon","O'Fallon Wheach",128,0.051,7,"Fruit / Vegetable Beer",12
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","Royal Lager",2364,0.032,57,"American Pale Lager",16
"MO","29","Missouri",6083672,133,"Weston Brewing Company","Weston","L'il Lucy's Hot Pepper Ale",2341,0.049,28,"Chile Beer",12
"MO","29","Missouri",6083672,315,"Piney River Brewing Company","Bucryus","Float Trip Ale",1335,0.045,18,"American Blonde Ale",16
"MO","29","Missouri",6083672,429,"Schlafly Brewing Company","Saint Louis","Schlafly Yakima Wheat Ale",1324,0.05,45,"American Pale Wheat Ale",12
"MO","29","Missouri",6083672,189,"Mother's Brewing","Springfield","Towhead",2237,0.052,21,"American Blonde Ale",12
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Passion Fruit Prussia",2545,0.035,11,"Berliner Weissbier",12
"MO","29","Missouri",6083672,88,"Kirkwood Station Brewing Company","Kirkwood","India Pale Ale",2460,0.063,65,"American IPA",16
"MO","29","Missouri",6083672,88,"Kirkwood Station Brewing Company","Kirkwood","Blackberry Wheat",2459,0.048,11,"American Pale Wheat Ale",16
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Contact High",1870,0.05,28,"American Pale Wheat Ale",12
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Divided Sky",2286,0.065,100,"American IPA",12
"MO","29","Missouri",6083672,443,"O'Fallon Brewery","O'Fallon","O'Fallon Pumpkin Beer",1264,0.055,8,"Pumpkin Ale",12
"MO","29","Missouri",6083672,61,"4 Hands Brewing Company","Saint Louis","Send Help",2544,0.045,18,"American Blonde Ale",12
"MS","28","Mississippi",2992333,246,"Lucky Town Brewing Company","Jackson","Pub Ale",2033,0.038,18,"English Dark Mild Ale",12
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Mississippi Fire Ant",1745,0.08,80,"American Amber / Red Ale",16
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Hipster Breakfast",1120,0.058,40,"Oatmeal Stout",16
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Suzy B Dirty Blonde Ale",2296,0.05,20,"American Blonde Ale",12
"MS","28","Mississippi",2992333,246,"Lucky Town Brewing Company","Jackson","Ballistic Blonde",2032,0.051,31,"Belgian Pale Ale",12
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Sinister Minister Black IPA",2346,0.077,65,"American IPA",16
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Suzy B Dirty Blonde Ale",1118,0.05,20,"American Blonde Ale",16
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","2014 IPA Cicada Series",2362,0.075,72,"American IPA",16
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Devil's Harvest Extra Pale Ale",1117,0.058,60,"American Pale Ale (APA)",16
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Jack the Sipper",2320,0.053,45,"Extra Special / Strong Bitter (ESB)",12
"MS","28","Mississippi",2992333,134,"Southern Prohibition Brewing Com...","Hattiesburg","Devil's Harvest Extra Pale Ale",2297,0.058,60,"American Pale Ale (APA)",12
"MT","30","Montana",1032949,220,"Bozeman Brewing Company","Bozeman","Bozone Hefe Weizen",1288,0.06,25,"Hefeweizen",12
"MT","30","Montana",1032949,408,"Bitter Root Brewing","Hamilton","Blown Out Brown",1441,0.052,40,"American Brown Ale",12
"MT","30","Montana",1032949,500,"Wildwood Brewing Company","Stevensville","Mystical Stout",826,0.054,47,"Irish Dry Stout",16
"MT","30","Montana",1032949,220,"Bozeman Brewing Company","Bozeman","Bozone HopZone IPA",1289,0.07,80,"American IPA",12
"MT","30","Montana",1032949,220,"Bozeman Brewing Company","Bozeman","Plum St. Porter",2107,0.06,52,"American Porter",12
"MT","30","Montana",1032949,500,"Wildwood Brewing Company","Stevensville","Ambitious Lager",813,0.05,34,"Munich Helles Lager",16
"MT","30","Montana",1032949,544,"Great Northern Brewing Company","Whitefish","Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,15,"American Pale Lager",24
"MT","30","Montana",1032949,511,"Kettle House Brewing Company","Missoula","Double Haul IPA (2009)",759,0.065,65,"American IPA",16
"MT","30","Montana",1032949,511,"Kettle House Brewing Company","Missoula","Double Haul IPA (2006)",758,0.065,65,"American IPA",16
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Montana Trout Slayer Ale (2012)",766,0.05,35,"American Pale Wheat Ale",12
"MT","30","Montana",1032949,410,"Tamarack Brewing Company","Lakeside","Yard Sale Amber Ale",1432,0.056,71,"American Amber / Red Ale",16
"MT","30","Montana",1032949,536,"Harvest Moon Brewing Company","Belt","Beltian White",181,0.048,25,"Witbier",12
"MT","30","Montana",1032949,408,"Bitter Root Brewing","Hamilton","Sawtooth Ale",1411,0.054,42,"American Blonde Ale",12
"MT","30","Montana",1032949,220,"Bozeman Brewing Company","Bozeman","Plum St. Porter",1573,0.057,52,"American Porter",12
"MT","30","Montana",1032949,408,"Bitter Root Brewing","Hamilton","Single Hop Ale",1413,0.063,65,"American Pale Ale (APA)",12
"MT","30","Montana",1032949,538,"Lewis and Clark Brewing Company","Helena","Lewis & Clark Amber Ale",473,0.05,85,"American Amber / Red Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Moose Drool Brown Ale (2009)",34,0.051,26,"American Brown Ale",12
"MT","30","Montana",1032949,538,"Lewis and Clark Brewing Company","Helena","Miner's Gold Hefeweizen",472,0.05,42,"Hefeweizen",12
"MT","30","Montana",1032949,500,"Wildwood Brewing Company","Stevensville","Bodacious Bock",825,0.075,83,"Bock",16
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Powder Hound Winter Ale",1456,0.072,60,"English Strong Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Big Sky IPA",1714,0.062,65,"American IPA",12
"MT","30","Montana",1032949,511,"Kettle House Brewing Company","Missoula","Double Haul IPA",86,0.065,65,"American IPA",16
"MT","30","Montana",1032949,544,"Great Northern Brewing Company","Whitefish","Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,15,"American Pale Lager",12
"MT","30","Montana",1032949,536,"Harvest Moon Brewing Company","Belt","Great Falls Select Pale Ale",506,0.093,30,"American Blonde Ale",12
"MT","30","Montana",1032949,410,"Tamarack Brewing Company","Lakeside","Hat Trick Hop IPA",1433,0.068,98,"American IPA",16
"MT","30","Montana",1032949,538,"Lewis and Clark Brewing Company","Helena","Yellowstone Golden Ale",475,0.051,66,"Kölsch",12
"MT","30","Montana",1032949,511,"Kettle House Brewing Company","Missoula","Cold Smoke Scotch Ale (2007)",760,0.065,11,"Scotch Ale / Wee Heavy",16
"MT","30","Montana",1032949,220,"Bozeman Brewing Company","Bozeman","Bozone Select Amber Ale",470,0.055,120,"American Amber / Red Ale",12
"MT","30","Montana",1032949,337,"Big Sky Brewing Company","Missoula","Moose Drool Brown Ale (2011)",767,0.051,26,"American Brown Ale",12
"MT","30","Montana",1032949,511,"Kettle House Brewing Company","Missoula","Eddy Out Pale Ale",87,0.055,50,"American Pale Ale (APA)",16
